TransactionID,CustomerID,Restaurant,Location,Date,Time,OrderType,PaymentMethod,ItemsOrdered,Subtotal,Discount,Tax,Tip,DeliveryFee,Total,ProcessingTimeMin,EmployeeID,Weather,PromotionCode,SatisfactionRating,TransactionType,RefundReason,OriginalTransactionID,IsDuplicate,IsRefund,DateTime,Year,Month,Day,DayOfWeek,Hour
10929,CUST0109,BurgerPlace,Houston,2024-12-27,14:43:00,Takeout,Debit Card,"Milkshake, Fries",9.98,1.61,0.69,0.0,0.0,9.06,14.0,EMP014,Clear,,,Purchase,,,False,False,2024-12-27 14:43:00,2024,12,27,Friday,14
10930,CUST0046,BurgerPlace,Los Angeles,2024-12-27,19:08:00,Drive-thru,Debit Card,"Milkshake, Cheeseburger, Classic Burger",22.97,0.0,1.9,0.0,0.0,24.87,7.0,EMP007,Cloudy,,5.0,Purchase,,,False,False,2024-12-27 19:08:00,2024,12,27,Friday,19
10931,CUST0057,TacoTime,New York,2024-12-27,18:45:00,Dine-in,Mobile App,"Churros, Chicken Taco",7.78,1.49,0.52,0.9,0.0,7.71,19.0,EMP015,Rainy,LOYALTY,,Purchase,,,False,False,2024-12-27 18:45:00,2024,12,27,Friday,18
10932,CUST0063,TacoTime,Los Angeles,2024-12-28,18:15:00,Delivery,Credit Card,"Burrito, Soda, Beef Taco",15.17,0.0,1.25,2.24,3.63,22.29,42.0,EMP027,Sunny,,,Purchase,,,False,False,2024-12-28 18:15:00,2024,12,28,Saturday,18
10933,CUST0100,BurgerPlace,Houston,2024-12-28,13:36:00,Takeout,Gift Card,"Soda, Onion Rings, Soda, Bacon Burger",20.56,0.0,1.7,0.0,0.0,22.26,10.0,EMP014,Sunny,,2.0,Purchase,,,False,False,2024-12-28 13:36:00,2024,12,28,Saturday,13
10934,CUST0061,SandwichShop,Phoenix,2024-12-28,19:06:00,Dine-in,Gift Card,"Soup, Chicken Bacon Ranch",14.98,0.0,1.24,3.43,0.0,19.65,42.0,EMP011,Sunny,,1.0,Purchase,,,False,False,2024-12-28 19:06:00,2024,12,28,Saturday,19
10935,CUST0095,BurgerPlace,Los Angeles,2024-12-28,10:57:00,Dine-in,Mobile App,"Classic Burger, Fries, Chicken Sandwich",20.97,4.12,1.39,3.68,0.0,21.92,20.0,EMP005,Cloudy,LOYALTY,5.0,Purchase,,,False,False,2024-12-28 10:57:00,2024,12,28,Saturday,10
10936,CUST0003,BurgerPlace,Houston,2024-12-28,12:12:00,Delivery,Credit Card,Onion Rings,4.99,0.0,0.41,1.09,5.08,11.57,59.0,EMP006,Sunny,,1.0,Purchase,,,False,False,2024-12-28 12:12:00,2024,12,28,Saturday,12
10937,CUST0129,PizzaCo,Phoenix,2024-12-28,12:43:00,Dine-in,Cash,Meat Lovers Pizza,17.99,0.0,1.48,2.14,0.0,21.61,29.0,EMP028,Sunny,,,Purchase,,,False,False,2024-12-28 12:43:00,2024,12,28,Saturday,12
10938,CUST0101,BurgerPlace,New York,2024-12-28,13:30:00,Takeout,Mobile App,"Chicken Sandwich, Veggie Burger",18.98,3.24,1.3,0.0,0.0,17.04,12.0,EMP002,Sunny,DISCOUNT10,2.0,Purchase,,,False,False,2024-12-28 13:30:00,2024,12,28,Saturday,13
10939,CUST0047,BurgerPlace,Houston,2024-12-28,20:27:00,Drive-thru,Credit Card,Onion Rings,4.99,0.0,0.41,0.0,0.0,5.4,7.0,EMP022,Snowy,BOGO,,Purchase,,,False,False,2024-12-28 20:27:00,2024,12,28,Saturday,20
10940,CUST0049,BurgerPlace,New York,2024-12-28,20:24:00,Delivery,Debit Card,"Bacon Burger, Onion Rings, Soda, Bacon Burger",29.26,3.71,2.11,3.62,3.47,34.75,43.0,EMP007,Sunny,,,Purchase,,,False,False,2024-12-28 20:24:00,2024,12,28,Saturday,20
10941,CUST0111,PizzaCo,Phoenix,2024-12-28,13:54:00,Takeout,Cash,"Salad, Cheese Pizza, Meat Lovers Pizza",38.97,7.07,2.63,0.0,0.0,34.53,23.0,EMP004,Cloudy,,2.0,Purchase,,,False,False,2024-12-28 13:54:00,2024,12,28,Saturday,13
10942,CUST0104,SandwichShop,Phoenix,2024-12-28,08:58:00,Dine-in,Gift Card,"Soup, Cookie, Turkey Club, Soup",19.96,0.0,1.65,3.2,0.0,24.81,35.0,EMP020,Cloudy,,,Purchase,,,False,False,2024-12-28 08:58:00,2024,12,28,Saturday,8
10943,CUST0044,TacoTime,Houston,2024-12-28,19:43:00,Takeout,Gift Card,Nachos,6.99,0.37,0.55,0.0,0.0,7.17,23.0,EMP026,Sunny,,,Purchase,,,False,False,2024-12-28 19:43:00,2024,12,28,Saturday,19
10944,CUST0003,TacoTime,Chicago,2024-12-28,13:40:00,Drive-thru,Debit Card,"Chicken Taco, Quesadilla, Beans, Churros",18.26,0.0,1.51,0.0,0.0,19.77,6.0,EMP025,Sunny,,3.0,Purchase,,,False,False,2024-12-28 13:40:00,2024,12,28,Saturday,13
10945,CUST0116,SandwichShop,New York,2024-12-28,18:03:00,Dine-in,Cash,Meatball Sub,8.99,0.0,0.74,1.5,0.0,11.23,30.0,EMP022,Sunny,,2.0,Purchase,,,False,False,2024-12-28 18:03:00,2024,12,28,Saturday,18
10946,CUST0048,PizzaCo,Phoenix,2024-12-28,18:13:00,Drive-thru,Mobile App,"Chicken Wings, Salad",17.98,3.54,1.19,0.0,0.0,15.63,11.0,EMP002,Sunny,,,Purchase,,,False,False,2024-12-28 18:13:00,2024,12,28,Saturday,18
10947,CUST0077,BurgerPlace,Chicago,2024-12-28,20:00:00,Delivery,Gift Card,Chicken Sandwich,8.99,0.0,0.74,0.93,5.87,16.53,31.0,EMP020,Snowy,,,Purchase,,,False,False,2024-12-28 20:00:00,2024,12,28,Saturday,20
10948,CUST0127,PizzaCo,Phoenix,2024-12-28,09:20:00,Takeout,Credit Card,Hawaiian Pizza,15.99,0.0,1.32,0.0,0.0,17.31,17.0,EMP023,Sunny,,,Purchase,,,False,False,2024-12-28 09:20:00,2024,12,28,Saturday,9
10949,CUST0143,TacoTime,Chicago,2024-12-28,14:27:00,Dine-in,Cash,"Nachos, Chicken Taco, Burrito",20.27,0.0,1.67,4.01,0.0,25.95,24.0,EMP022,Cloudy,DISCOUNT10,,Purchase,,,False,False,2024-12-28 14:27:00,2024,12,28,Saturday,14
10950,CUST0096,TacoTime,Los Angeles,2024-12-28,08:46:00,Delivery,Credit Card,"Beef Taco, Fish Taco, Quesadilla, Nachos",23.96,0.0,1.98,3.69,5.58,35.21,28.0,EMP005,Cloudy,,2.0,Purchase,,,False,False,2024-12-28 08:46:00,2024,12,28,Saturday,8
10951,CUST0050,SandwichShop,Los Angeles,2024-12-28,08:22:00,Takeout,Credit Card,"Soda, Veggie Delight, Italian Sub",19.17,0.0,1.58,0.0,0.0,20.75,24.0,EMP010,Sunny,,1.0,Purchase,,,False,False,2024-12-28 08:22:00,2024,12,28,Saturday,8
10952,CUST0071,SandwichShop,Los Angeles,2024-12-28,15:04:00,Takeout,Debit Card,Veggie Delight,7.49,0.0,0.62,0.0,0.0,8.11,21.0,EMP026,Sunny,,3.0,Purchase,,,False,False,2024-12-28 15:04:00,2024,12,28,Saturday,15
10953,CUST0131,BurgerPlace,Phoenix,2024-12-28,19:57:00,Delivery,Credit Card,Classic Burger,7.99,0.0,0.66,1.15,4.22,14.02,58.0,EMP005,Cloudy,,,Purchase,,,False,False,2024-12-28 19:57:00,2024,12,28,Saturday,19
10954,CUST0143,PizzaCo,Houston,2024-12-28,11:22:00,Takeout,Gift Card,Soda,2.49,0.0,0.21,0.0,0.0,2.7,17.0,EMP013,Cloudy,NEWCUST,,Purchase,,,False,False,2024-12-28 11:22:00,2024,12,28,Saturday,11
10955,CUST0017,PizzaCo,Los Angeles,2024-12-28,19:18:00,Takeout,Debit Card,"Chicken Wings, Soda, Pepperoni Pizza, Soda",29.96,0.0,2.47,0.0,0.0,32.43,16.0,EMP001,Sunny,,2.0,Purchase,,,False,False,2024-12-28 19:18:00,2024,12,28,Saturday,19
10956,CUST0050,TacoTime,New York,2024-12-28,12:19:00,Drive-thru,Mobile App,"Chicken Taco, Burrito, Beans",15.77,0.0,1.3,0.0,0.0,17.07,12.0,EMP015,Clear,,5.0,Purchase,,,False,False,2024-12-28 12:19:00,2024,12,28,Saturday,12
10957,CUST0097,PizzaCo,Phoenix,2024-12-29,13:49:00,Drive-thru,Mobile App,"Soda, Veggie Pizza, Soda",20.97,0.0,1.73,0.0,0.0,22.7,6.0,EMP014,Sunny,,2.0,Purchase,,,False,False,2024-12-29 13:49:00,2024,12,29,Sunday,13
10958,CUST0087,BurgerPlace,Phoenix,2024-12-29,16:18:00,Delivery,Debit Card,"Chicken Sandwich, Chicken Sandwich",17.98,0.0,1.48,3.26,3.84,26.56,43.0,EMP013,Sunny,NEWCUST,1.0,Purchase,,,False,False,2024-12-29 16:18:00,2024,12,29,Sunday,16
10959,CUST0035,TacoTime,Phoenix,2024-12-29,20:38:00,Delivery,Mobile App,"Soda, Beef Taco",6.18,0.0,0.51,1.08,5.26,13.03,46.0,EMP017,Sunny,,,Purchase,,,False,False,2024-12-29 20:38:00,2024,12,29,Sunday,20
10960,CUST0080,BurgerPlace,Houston,2024-12-29,17:05:00,Takeout,Cash,"Chicken Sandwich, Soda",11.28,0.0,0.93,0.0,0.0,12.21,23.0,EMP016,Cloudy,,1.0,Purchase,,,False,False,2024-12-29 17:05:00,2024,12,29,Sunday,17
10961,CUST0058,SandwichShop,New York,2024-12-29,18:18:00,Takeout,Mobile App,"Veggie Delight, Italian Sub, Salad",23.97,0.0,1.98,0.0,0.0,25.95,10.0,EMP020,Sunny,,1.0,Purchase,,,False,False,2024-12-29 18:18:00,2024,12,29,Sunday,18
10962,CUST0043,PizzaCo,New York,2024-12-29,11:04:00,Dine-in,Debit Card,"Chicken Wings, Meat Lovers Pizza, Chicken Wings, Breadsticks",43.96,0.0,3.63,10.54,0.0,58.13,29.0,EMP016,Sunny,,1.0,Purchase,,,False,False,2024-12-29 11:04:00,2024,12,29,Sunday,11
10963,CUST0043,TacoTime,New York,2024-12-29,18:35:00,Takeout,Debit Card,"Beans, Mexican Rice, Burrito",14.47,0.0,1.19,0.0,0.0,15.66,10.0,EMP027,Sunny,,,Purchase,,,False,False,2024-12-29 18:35:00,2024,12,29,Sunday,18
10964,CUST0099,SandwichShop,Houston,2024-12-29,18:45:00,Drive-thru,Credit Card,Cookie,1.49,0.0,0.12,0.0,0.0,1.61,5.0,EMP012,Rainy,,,Purchase,,,False,False,2024-12-29 18:45:00,2024,12,29,Sunday,18
10965,CUST0110,TacoTime,Chicago,2024-12-29,08:54:00,Dine-in,Gift Card,"Nachos, Soda",9.18,0.0,0.76,1.45,0.0,11.39,25.0,EMP006,Sunny,BOGO,,Purchase,,,False,False,2024-12-29 08:54:00,2024,12,29,Sunday,8
10966,CUST0123,PizzaCo,New York,2024-12-29,14:56:00,Takeout,Cash,"Veggie Pizza, Pepperoni Pizza, Dessert Pizza",39.97,0.0,3.3,0.0,0.0,43.27,15.0,EMP006,Sunny,,,Purchase,,,False,False,2024-12-29 14:56:00,2024,12,29,Sunday,14
10967,CUST0137,BurgerPlace,Chicago,2024-12-29,10:58:00,Drive-thru,Debit Card,"Veggie Burger, Fries, Fries, Double Burger",30.96,0.0,2.55,0.0,0.0,33.51,10.0,EMP028,Sunny,LOYALTY,3.0,Purchase,,,False,False,2024-12-29 10:58:00,2024,12,29,Sunday,10
10968,CUST0025,BurgerPlace,Houston,2024-12-29,18:24:00,Delivery,Debit Card,Onion Rings,4.99,0.0,0.41,0.72,3.86,9.98,30.0,EMP028,Sunny,,3.0,Purchase,,,False,False,2024-12-29 18:24:00,2024,12,29,Sunday,18
10969,CUST0048,PizzaCo,Chicago,2024-12-29,18:12:00,Delivery,Cash,"Cheese Pizza, Dessert Pizza, Salad",29.97,0.0,2.47,6.46,5.45,44.35,25.0,EMP001,Cloudy,,,Purchase,,,False,False,2024-12-29 18:12:00,2024,12,29,Sunday,18
10970,CUST0041,BurgerPlace,New York,2024-12-29,16:00:00,Drive-thru,Mobile App,Onion Rings,4.99,0.0,0.41,0.0,0.0,5.4,12.0,EMP027,Sunny,,,Purchase,,,False,False,2024-12-29 16:00:00,2024,12,29,Sunday,16
10971,CUST0087,SandwichShop,Los Angeles,2024-12-29,09:47:00,Takeout,Credit Card,"Turkey Club, Meatball Sub",17.48,0.0,1.44,0.0,0.0,18.92,11.0,EMP026,Sunny,,2.0,Purchase,,,False,False,2024-12-29 09:47:00,2024,12,29,Sunday,9
10972,CUST0013,SandwichShop,Phoenix,2024-12-29,16:54:00,Drive-thru,Cash,Soda,2.19,0.0,0.18,0.0,0.0,2.37,6.0,EMP030,Rainy,LOYALTY,,Purchase,,,False,False,2024-12-29 16:54:00,2024,12,29,Sunday,16
10973,CUST0024,BurgerPlace,Phoenix,2024-12-29,08:33:00,Drive-thru,Gift Card,Double Burger,12.99,0.0,1.07,0.0,0.0,14.06,5.0,EMP016,Rainy,,,Purchase,,,False,False,2024-12-29 08:33:00,2024,12,29,Sunday,8
10974,CUST0085,BurgerPlace,Houston,2024-12-29,12:05:00,Dine-in,Credit Card,"Fries, Veggie Burger",13.98,0.0,1.15,2.18,0.0,17.31,40.0,EMP015,Sunny,FREESIDE,,Purchase,,,False,False,2024-12-29 12:05:00,2024,12,29,Sunday,12
10975,CUST0010,TacoTime,Houston,2024-12-29,13:35:00,Takeout,Debit Card,"Chicken Taco, Mexican Rice, Nachos, Fish Taco",19.26,2.2,1.41,0.0,0.0,18.47,14.0,EMP018,Sunny,,,Purchase,,,False,False,2024-12-29 13:35:00,2024,12,29,Sunday,13
10976,CUST0112,SandwichShop,Houston,2024-12-29,11:50:00,Takeout,Debit Card,"Veggie Delight, Meatball Sub, Chips, Meatball Sub",27.46,0.0,2.27,0.0,0.0,29.73,17.0,EMP005,Cloudy,,,Purchase,,,False,False,2024-12-29 11:50:00,2024,12,29,Sunday,11
10977,CUST0148,SandwichShop,Phoenix,2024-12-29,19:54:00,Takeout,Credit Card,"Chips, Meatball Sub, Salad, Cookie",19.46,0.0,1.61,0.0,0.0,21.07,16.0,EMP011,Clear,,,Purchase,,,False,False,2024-12-29 19:54:00,2024,12,29,Sunday,19
10978,CUST0032,TacoTime,Houston,2024-12-29,10:43:00,Dine-in,Mobile App,"Beans, Burrito, Mexican Rice, Burrito",23.46,0.0,1.94,3.41,0.0,28.81,44.0,EMP017,Cloudy,,3.0,Purchase,,,False,False,2024-12-29 10:43:00,2024,12,29,Sunday,10
10980,CUST0150,BurgerPlace,Chicago,2024-12-29,20:45:00,Delivery,Debit Card,"Milkshake, Milkshake, Chicken Sandwich",20.97,0.0,1.73,2.12,4.02,28.84,36.0,EMP024,Sunny,,,Purchase,,,False,False,2024-12-29 20:45:00,2024,12,29,Sunday,20
10982,CUST0128,PizzaCo,Los Angeles,2024-12-29,13:15:00,Takeout,Gift Card,"Soda, Soda",4.98,0.0,0.41,0.0,0.0,5.39,23.0,EMP015,Snowy,FREESIDE,,Purchase,,,False,False,2024-12-29 13:15:00,2024,12,29,Sunday,13
10983,CUST0066,PizzaCo,Phoenix,2024-12-29,18:21:00,Drive-thru,Credit Card,"Pepperoni Pizza, Salad, Chicken Wings, Pepperoni Pizza",47.96,0.0,3.96,0.0,0.0,51.92,9.0,EMP005,Sunny,,,Purchase,,,False,False,2024-12-29 18:21:00,2024,12,29,Sunday,18
10984,CUST0060,SandwichShop,Houston,2024-12-30,14:49:00,Delivery,Debit Card,"Meatball Sub, Meatball Sub",17.98,2.41,1.28,1.59,4.23,22.67,59.0,EMP005,Cloudy,BOGO,5.0,Purchase,,,False,False,2024-12-30 14:49:00,2024,12,30,Monday,14
10985,CUST0102,BurgerPlace,Los Angeles,2024-12-30,17:04:00,Delivery,Cash,Milkshake,5.99,0.0,0.49,1.17,5.24,12.89,31.0,EMP018,Clear,FREESIDE,5.0,Purchase,,,False,False,2024-12-30 17:04:00,2024,12,30,Monday,17
10986,CUST0135,BurgerPlace,Chicago,2024-12-30,12:48:00,Delivery,Credit Card,"Veggie Burger, Soda, Cheeseburger",21.27,0.0,1.75,4.87,3.65,31.54,35.0,EMP003,Clear,,5.0,Purchase,,,False,False,2024-12-30 12:48:00,2024,12,30,Monday,12
10987,CUST0077,TacoTime,Houston,2024-12-30,12:53:00,Delivery,Gift Card,"Quesadilla, Burrito, Quesadilla",24.97,0.0,2.06,2.72,4.45,34.2,57.0,EMP011,Sunny,,5.0,Purchase,,,False,False,2024-12-30 12:53:00,2024,12,30,Monday,12
10988,CUST0047,PizzaCo,Los Angeles,2024-12-30,17:58:00,Dine-in,Cash,"Soda, Soda",4.98,0.0,0.41,1.18,0.0,6.57,16.0,EMP013,Cloudy,,,Purchase,,,False,False,2024-12-30 17:58:00,2024,12,30,Monday,17
10989,CUST0006,BurgerPlace,New York,2024-12-30,09:46:00,Drive-thru,Gift Card,"Soda, Onion Rings",7.28,1.44,0.48,0.0,0.0,6.32,11.0,EMP009,Rainy,,4.0,Purchase,,,False,False,2024-12-30 09:46:00,2024,12,30,Monday,9
10990,CUST0150,PizzaCo,New York,2024-12-30,11:12:00,Delivery,Gift Card,"Chicken Wings, Pepperoni Pizza",24.98,0.0,2.06,5.79,3.13,35.96,38.0,EMP010,Snowy,BOGO,,Purchase,,,False,False,2024-12-30 11:12:00,2024,12,30,Monday,11
10991,CUST0119,BurgerPlace,Houston,2024-12-30,17:19:00,Delivery,Cash,"Chicken Sandwich, Classic Burger",16.98,0.0,1.4,4.22,3.46,26.06,44.0,EMP025,Sunny,,,Purchase,,,False,False,2024-12-30 17:19:00,2024,12,30,Monday,17
10992,CUST0023,TacoTime,Los Angeles,2024-12-30,18:59:00,Takeout,Cash,"Burrito, Churros, Beans, Fish Taco",19.96,0.0,1.65,0.0,0.0,21.61,24.0,EMP013,Snowy,,,Purchase,,,False,False,2024-12-30 18:59:00,2024,12,30,Monday,18
10993,CUST0059,PizzaCo,Phoenix,2024-12-30,19:27:00,Dine-in,Credit Card,"Chicken Wings, Soda, Hawaiian Pizza",28.47,0.0,2.35,3.64,0.0,34.46,21.0,EMP023,Cloudy,,,Purchase,,,False,False,2024-12-30 19:27:00,2024,12,30,Monday,19
10994,CUST0034,BurgerPlace,Chicago,2024-12-30,12:36:00,Takeout,Debit Card,"Milkshake, Chicken Sandwich, Soda",17.27,0.0,1.42,0.0,0.0,18.69,16.0,EMP012,Cloudy,,,Purchase,,,False,False,2024-12-30 12:36:00,2024,12,30,Monday,12
10995,CUST0015,TacoTime,Houston,2024-12-30,18:43:00,Dine-in,Debit Card,"Mexican Rice, Nachos, Churros, Churros",16.96,0.0,1.4,2.21,0.0,20.57,18.0,EMP006,Snowy,DISCOUNT10,,Purchase,,,False,False,2024-12-30 18:43:00,2024,12,30,Monday,18
10996,CUST0114,PizzaCo,Phoenix,2024-12-30,18:35:00,Delivery,Debit Card,Chicken Wings,9.99,0.0,0.82,1.06,5.04,16.91,35.0,EMP024,Cloudy,,,Purchase,,,False,False,2024-12-30 18:35:00,2024,12,30,Monday,18
10998,CUST0007,SandwichShop,Los Angeles,2024-12-30,08:13:00,Drive-thru,Debit Card,Soup,4.99,0.0,0.41,0.0,0.0,5.4,5.0,EMP001,Sunny,,,Purchase,,,False,False,2024-12-30 08:13:00,2024,12,30,Monday,8
10999,CUST0125,SandwichShop,Phoenix,2024-12-31,12:33:00,Drive-thru,Cash,"Turkey Club, Italian Sub, Cookie, Chips",21.46,0.0,1.77,0.0,0.0,23.23,14.0,EMP002,Sunny,,,Purchase,,,False,False,2024-12-31 12:33:00,2024,12,31,Tuesday,12
11000,CUST0023,BurgerPlace,Los Angeles,2024-12-31,15:33:00,Takeout,Cash,"Chicken Sandwich, Soda, Cheeseburger, Soda",22.56,0.0,1.86,0.0,0.0,24.42,23.0,EMP005,Sunny,,,Purchase,,,False,False,2024-12-31 15:33:00,2024,12,31,Tuesday,15
11001,CUST0105,PizzaCo,Phoenix,2024-12-31,13:43:00,Takeout,Gift Card,"Soda, Hawaiian Pizza, Chicken Wings",28.47,0.0,2.35,0.0,0.0,30.82,17.0,EMP008,Sunny,BOGO,,Purchase,,,False,False,2024-12-31 13:43:00,2024,12,31,Tuesday,13
11002,CUST0070,TacoTime,Phoenix,2024-12-31,14:12:00,Dine-in,Debit Card,"Beef Taco, Soda, Nachos",13.17,0.0,1.09,2.1,0.0,16.36,33.0,EMP007,Cloudy,,,Purchase,,,False,False,2024-12-31 14:12:00,2024,12,31,Tuesday,14
11003,CUST0103,TacoTime,Phoenix,2024-12-31,13:27:00,Takeout,Credit Card,"Soda, Soda",4.38,0.0,0.36,0.0,0.0,4.74,24.0,EMP017,Cloudy,,,Purchase,,,False,False,2024-12-31 13:27:00,2024,12,31,Tuesday,13
11004,CUST0105,PizzaCo,Chicago,2024-12-31,20:12:00,Dine-in,Debit Card,"Cheese Pizza, Hawaiian Pizza",28.98,0.0,2.39,4.87,0.0,36.24,42.0,EMP020,Cloudy,,,Purchase,,,False,False,2024-12-31 20:12:00,2024,12,31,Tuesday,20
11005,CUST0016,SandwichShop,Los Angeles,2024-12-31,18:00:00,Dine-in,Credit Card,"Italian Sub, Cookie, Turkey Club",19.47,0.0,1.61,4.37,0.0,25.45,27.0,EMP022,Clear,,,Purchase,,,False,False,2024-12-31 18:00:00,2024,12,31,Tuesday,18
11006,CUST0104,BurgerPlace,Phoenix,2024-12-31,12:49:00,Drive-thru,Mobile App,"Double Burger, Soda, Chicken Sandwich",24.27,0.0,2.0,0.0,0.0,26.27,8.0,EMP030,Sunny,,,Purchase,,,False,False,2024-12-31 12:49:00,2024,12,31,Tuesday,12
11007,CUST0098,PizzaCo,Los Angeles,2024-12-31,12:35:00,Delivery,Gift Card,Meat Lovers Pizza,17.99,0.0,1.48,2.93,5.27,27.67,26.0,EMP016,Snowy,,,Purchase,,,False,False,2024-12-31 12:35:00,2024,12,31,Tuesday,12
11008,CUST0054,PizzaCo,Phoenix,2024-12-31,21:58:00,Drive-thru,Gift Card,"Salad, Veggie Pizza, Pepperoni Pizza",38.97,0.0,3.22,0.0,0.0,42.19,12.0,EMP022,Cloudy,,1.0,Purchase,,,False,False,2024-12-31 21:58:00,2024,12,31,Tuesday,21
11009,CUST0022,PizzaCo,Phoenix,2024-12-31,12:34:00,Dine-in,Gift Card,"Pepperoni Pizza, Cheese Pizza, Chicken Wings, Veggie Pizza",53.96,0.0,4.45,5.58,0.0,63.99,31.0,EMP021,Sunny,BOGO,5.0,Purchase,,,False,False,2024-12-31 12:34:00,2024,12,31,Tuesday,12
11011,CUST0071,BurgerPlace,Houston,2025-01-01,19:08:00,Drive-thru,Cash,"Onion Rings, Classic Burger",12.98,0.0,1.07,0.0,0.0,14.05,14.0,EMP002,Sunny,LOYALTY,5.0,Purchase,,,False,False,2025-01-01 19:08:00,2025,1,1,Wednesday,19
11012,CUST0043,PizzaCo,Los Angeles,2025-01-01,15:37:00,Drive-thru,Debit Card,"Hawaiian Pizza, Meat Lovers Pizza",33.98,6.5,2.27,0.0,0.0,29.75,11.0,EMP007,Clear,,,Purchase,,,False,False,2025-01-01 15:37:00,2025,1,1,Wednesday,15
11013,CUST0064,PizzaCo,Houston,2025-01-01,14:23:00,Dine-in,Gift Card,"Soda, Hawaiian Pizza",18.48,1.61,1.39,3.13,0.0,21.39,43.0,EMP014,Sunny,,3.0,Purchase,,,False,False,2025-01-01 14:23:00,2025,1,1,Wednesday,14
11014,CUST0142,PizzaCo,Los Angeles,2025-01-01,20:53:00,Delivery,Gift Card,"Hawaiian Pizza, Hawaiian Pizza, Veggie Pizza, Meat Lovers Pizza",65.96,0.0,5.44,8.59,3.36,83.35,40.0,EMP022,Snowy,,,Purchase,,,False,False,2025-01-01 20:53:00,2025,1,1,Wednesday,20
11015,CUST0094,SandwichShop,New York,2025-01-01,17:20:00,Delivery,Mobile App,"Cookie, Meatball Sub",10.48,1.8,0.72,1.75,3.72,14.87,36.0,EMP024,Cloudy,,,Purchase,,,False,False,2025-01-01 17:20:00,2025,1,1,Wednesday,17
11016,CUST0067,BurgerPlace,Phoenix,2025-01-01,18:19:00,Delivery,Credit Card,Fries,3.99,0.0,0.33,0.52,3.48,8.32,50.0,EMP028,Cloudy,,1.0,Purchase,,,False,False,2025-01-01 18:19:00,2025,1,1,Wednesday,18
11017,CUST0086,SandwichShop,Phoenix,2025-01-01,18:11:00,Drive-thru,Cash,Meatball Sub,8.99,0.0,0.74,0.0,0.0,9.73,12.0,EMP001,Cloudy,,,Purchase,,,False,False,2025-01-01 18:11:00,2025,1,1,Wednesday,18
11018,CUST0102,PizzaCo,Chicago,2025-01-01,18:33:00,Drive-thru,Debit Card,"Breadsticks, Meat Lovers Pizza, Meat Lovers Pizza, Chicken Wings",51.96,0.0,4.29,0.0,0.0,56.25,7.0,EMP027,Cloudy,,1.0,Purchase,,,False,False,2025-01-01 18:33:00,2025,1,1,Wednesday,18
11019,CUST0124,TacoTime,Houston,2025-01-01,14:10:00,Drive-thru,Credit Card,Mexican Rice,2.99,0.0,0.25,0.0,0.0,3.24,12.0,EMP029,Sunny,,4.0,Purchase,,,False,False,2025-01-01 14:10:00,2025,1,1,Wednesday,14
11020,CUST0042,SandwichShop,Houston,2025-01-01,19:04:00,Delivery,Debit Card,Veggie Delight,7.49,0.0,0.62,1.52,5.7,15.33,32.0,EMP017,Cloudy,,,Purchase,,,False,False,2025-01-01 19:04:00,2025,1,1,Wednesday,19
11021,CUST0017,SandwichShop,Los Angeles,2025-01-01,17:20:00,Delivery,Gift Card,Chips,1.99,0.0,0.16,0.4,5.29,7.84,30.0,EMP023,Cloudy,,3.0,Purchase,,,False,False,2025-01-01 17:20:00,2025,1,1,Wednesday,17
11022,CUST0068,BurgerPlace,Chicago,2025-01-01,11:00:00,Delivery,Cash,"Classic Burger, Veggie Burger",17.98,0.0,1.48,2.05,3.71,25.22,42.0,EMP024,Cloudy,DISCOUNT10,,Purchase,,,False,False,2025-01-01 11:00:00,2025,1,1,Wednesday,11
11023,CUST0028,SandwichShop,Phoenix,2025-01-01,12:09:00,Drive-thru,Mobile App,"Chips, Chicken Bacon Ranch",11.98,0.0,0.99,0.0,0.0,12.97,6.0,EMP016,Sunny,,,Purchase,,,False,False,2025-01-01 12:09:00,2025,1,1,Wednesday,12
11024,CUST0112,TacoTime,Houston,2025-01-01,18:05:00,Drive-thru,Debit Card,"Chicken Taco, Beans, Chicken Taco",11.07,0.0,0.91,0.0,0.0,11.98,7.0,EMP006,Cloudy,,,Purchase,,,False,False,2025-01-01 18:05:00,2025,1,1,Wednesday,18
11025,CUST0140,TacoTime,Phoenix,2025-01-01,09:56:00,Delivery,Cash,"Churros, Mexican Rice, Churros",9.97,0.0,0.82,1.1,4.25,16.14,30.0,EMP011,Rainy,,,Purchase,,,False,False,2025-01-01 09:56:00,2025,1,1,Wednesday,9
11027,CUST0113,BurgerPlace,Houston,2025-01-01,13:38:00,Takeout,Debit Card,Onion Rings,4.99,0.0,0.41,0.0,0.0,5.4,10.0,EMP008,Snowy,,,Purchase,,,False,False,2025-01-01 13:38:00,2025,1,1,Wednesday,13
11028,CUST0111,PizzaCo,Chicago,2025-01-02,18:33:00,Takeout,Debit Card,Cheese Pizza,12.99,0.0,1.07,0.0,0.0,14.06,20.0,EMP008,Clear,,,Purchase,,,False,False,2025-01-02 18:33:00,2025,1,2,Thursday,18
11029,CUST0037,SandwichShop,New York,2025-01-02,13:50:00,Dine-in,Debit Card,"Soda, Turkey Club, Turkey Club, Turkey Club",27.66,0.0,2.28,6.78,0.0,36.72,27.0,EMP030,Cloudy,,,Purchase,,,False,False,2025-01-02 13:50:00,2025,1,2,Thursday,13
